timestamp,open,high,low,close,volume
2026-03-05 23:00:00,71208.54,71292.44,70777.0,70890.72,1067.0763
2026-03-06 00:00:00,70891.02,71047.95,70784.0,70988.19,673.4608
2026-03-06 01:00:00,70988.19,71301.74,70344.03,71257.2,1057.89391
2026-03-06 02:00:00,71257.2,71419.98,71036.0,71252.43,752.48392
2026-03-06 03:00:00,71252.43,71305.42,71000.0,71080.38,548.09403
2026-03-06 04:00:00,71080.37,71120.17,70270.21,70613.61,667.82412
2026-03-06 05:00:00,70613.61,70658.01,70143.19,70436.19,966.11543
2026-03-06 06:00:00,70436.18,70853.37,70261.23,70597.23,672.31367
2026-03-06 07:00:00,70597.23,71192.76,70468.97,71056.44,782.05786
2026-03-06 08:00:00,71056.44,71067.58,70735.85,70789.49,569.42569
2026-03-06 09:00:00,70789.49,70808.65,70300.0,70565.56,637.9756
2026-03-06 10:00:00,70565.56,70800.0,70467.88,70527.93,469.81877
2026-03-06 11:00:00,70527.93,70643.27,70184.01,70212.95,763.93539
2026-03-06 12:00:00,70212.94,70224.84,69660.0,69907.0,1907.43626
2026-03-06 13:00:00,69907.0,70341.76,69208.0,69208.0,2069.72961
2026-03-06 14:00:00,69213.18,69273.87,68176.47,68409.89,3148.50679
2026-03-06 15:00:00,68409.89,69100.0,68306.0,68504.71,1428.68549
2026-03-06 16:00:00,68504.71,68795.44,68222.0,68446.52,955.00949
2026-03-06 17:00:00,68446.52,68642.69,67744.78,67955.1,1236.78923
2026-03-06 18:00:00,67955.1,68476.47,67955.1,68181.2,514.98068
2026-03-06 19:00:00,68181.2,68485.01,68004.15,68131.79,617.63492
2026-03-06 20:00:00,68131.79,68285.71,67777.0,68111.03,668.6183
2026-03-06 21:00:00,68111.03,68333.33,67919.72,68289.1,604.80896
2026-03-06 22:00:00,68289.11,68440.92,68221.38,68319.89,304.91261
2026-03-06 23:00:00,68319.9,68371.24,68105.71,68114.02,611.37569
2026-03-07 00:00:00,68114.02,68394.09,68105.73,68290.45,653.38105
2026-03-07 01:00:00,68290.46,68369.11,68180.95,68262.01,316.06145
2026-03-07 02:00:00,68262.01,68367.73,68060.6,68350.04,316.96409
2026-03-07 03:00:00,68350.05,68551.04,68095.5,68095.5,450.32011
2026-03-07 04:00:00,68095.5,68147.73,67817.0,68063.43,621.66509
2026-03-07 05:00:00,68063.42,68140.49,67908.0,68018.26,493.88772
2026-03-07 06:00:00,68018.27,68021.14,67612.21,67690.86,489.36583
2026-03-07 07:00:00,67690.86,67865.23,67446.41,67842.67,768.74899
2026-03-07 08:00:00,67842.67,68045.07,67720.98,67795.4,465.95331
2026-03-07 09:00:00,67795.4,68074.97,67738.31,68000.0,332.46219
2026-03-07 10:00:00,68000.0,68102.73,67870.43,67880.31,319.42039
2026-03-07 11:00:00,67880.31,68232.27,67841.67,68010.01,372.24149
2026-03-07 12:00:00,68010.0,68085.41,67900.01,67992.54,359.03867
2026-03-07 13:00:00,67992.54,68081.16,67855.82,67931.06,318.23636
2026-03-07 14:00:00,67931.06,68083.79,67609.44,68016.7,473.27443
2026-03-07 15:00:00,68016.7,68034.67,67769.89,67877.45,577.84468
2026-03-07 16:00:00,67877.45,67889.68,67702.2,67783.63,349.2691
2026-03-07 17:00:00,67783.63,67935.01,67768.97,67788.41,217.68104
2026-03-07 18:00:00,67788.4,67788.41,67480.0,67568.13,1180.24782
2026-03-07 19:00:00,67568.13,67572.35,66915.26,67080.34,1312.2302
2026-03-07 20:00:00,67080.33,67437.5,67068.01,67402.98,590.47118
2026-03-07 21:00:00,67402.98,67483.05,67281.34,67452.98,638.99995
2026-03-07 22:00:00,67452.97,67469.87,67101.31,67258.65,706.81324
2026-03-07 23:00:00,67258.65,67403.85,67183.39,67262.91,394.96477
2026-03-08 00:00:00,67262.91,67481.96,67181.04,67194.77,552.27054
2026-03-08 01:00:00,67194.77,67353.57,67090.0,67297.27,565.85563
2026-03-08 02:00:00,67297.27,67426.52,66833.58,66925.44,765.90711
